standard_form,dialect_form
나 또 얼마 전에 내 친구 제주도 갔다 하길래,내 또 얼마 전에 내 친구 제주도 갔다 카길래
당장 따라간다 하면서 내가 제주도 표를 봤어,당장 따라간다 카면서 내가 제주도 표를 봤어
어 바로 가야겠다 하면서,어 바로 가야겠다 카면서
왕복이 하 뭐 그때 그렇게 엄마하고 나하고 아빠하고 다 찾아보니까,왕복이 하 뭐 그때 그래 엄마하고 내하고 아빠하고 다 찾아보니까
뭐 왕복해도 사만 얼마 뭐 이렇게 나오는 거야 그래갖고 와 나  가격 돌았다 하면서,뭐 왕복해도 사만 얼마 뭐 이렇게 나오는 거야 그래갖고 와 나  가격 돌았다 카면서
그렇게 가면 좋지 좋기야 가갖고 뭐,그래 가면 좋지 좋기야 가갖고 뭐
뭐 숙소 숙소비가 쪼끔 비싸더라 근데 찾아보니까 숙소비가 조금 비싸고,뭐 숙소 숙소비가 쪼끔 비싸더라 근데 찾아보니까 숙소비가 쫌 비싸고
뭐 근데 민박 이런 거 해도 괜찮으니까 그렇지,뭐 근데 민박 이런 거 해도 괜찮으니까 그자
그렇게 다 다녀오면은,그래 다 다녀오면은
어 뭐 너만 시간 되면 나는 괜찮지,어 뭐 니만 시간 되면 나는 괜찮지
그래서 내가 걔한테 물어봤어 인제 요번에 제주도 갔는 애한테,그래가 내가 걔한테 물어봤어 인제 요번에 제주도 갔는 애한테
까페만 한 열두 군데 갔다 하데,까페만 한 열두 군데 갔다 카데
뭐 그래서 네 네가 원하면은,뭐 그래가 니 니가 원하면은
네가 원하면 내가 루트 다 짜 수 짜 줄 수 있지,니가 원하면 내가 루트 다 짜 수 짜 줄 수 있지
거의 우도까지 가가지고 너 우도 못 갔다 그랬지 않아?,거의 우도까지 가가지고 니 우도 못 갔다 그랬다아니야?
그 갔었니 어,그 갔었나 어
암튼 그래서 많이 다니고 했는데,암튼 그래서 마이 댕기고 했는데
어 그런 데 가고 싶그든 너 막 가 가고 싶은 데 없니?,어 그른 데 가고 싶그든 니 막 가 가고 싶은 데 없나?
돌아다닌 게 없어 그냥,돌아댕긴 게 없어 그냥
순천만 습지 거기 돌아다니고,순천만 습지 거기 돌아댕기고
나 그때,내 그때
겨울이니까 조금 강원도 같은 데 가면은 너무 많이 추울 거 같아가지고,겨울이니까 쫌 강원도 같은 데 가면은 너무 많이 추울 거 같아가지고
너는 강원도 쪽은 많이 가 봤었잖아,닌 강원도 쪽은 많이 가 봤었잖아
거기 뭐 좋은 데 있었니?,거기 뭐 좋은 데 있었나?
나야 뭐 우리 가족 여행 많이 다니니까 예전에 태백,내야 뭐 우리 가족 여행 많이 다니니까 예전에 태백
아빠 학교 딴 선생님들하고 같이 갔다 왔는데,아빠 학교 딴 쌤들하고 같이 갔다 왔는데
그때 가니깐 진짜 와 굉장히 되데 진짜 된데,그때 가니깐 진짜 와 겁나 디데 진짜 딘데
뭐 괜찮았어 뭐 밤에 새벽 기차 타고 가서,뭐 괜찮았어 뭐 밤에 새벽 기차 타고 가가
새벽에 내려서 거기서 해 뜨는 거 보고 어 하고 이게,새벽에 내려서 거기서 해 뜨는 거 보고 어 카고 이게
패키지니깐 패키지로 갔거든  패키지니깐 거기 뭐 밥 먹는 데 다 데리고 가 주고,패키지니깐 패키지로 갔거든  패키지니깐 거기 뭐 밥 먹는 데 다 델꼬 가 주고
뭐 하고 그,뭐 카고 그
애들보다 그냥 어른이 더 신나갖고,애들보다 마 어른이 더 신나갖고
그냥 뭐 눈썰매 이런 거 타고,마 뭐 눈썰매 이런 거 타고
뭐 강릉이랑 강원도 이런 데도  볼 거 많지 하고 나,뭐 강릉이랑 강원도 이런 데도  볼 거 많지 카고 내
그때 나 아빠하고 엄마하고 거기 어디지?,그때 내 아빠하고 엄마하고 거기 어디지?
가고 싶다 하면서 그래갖고 갔어,가고 싶다 카면서 그래갖고 갔어
와 원주 겁 아니 그 강원도까지 가는 데 진짜 굉장히 멀더라 진짜 굉장히 멀더라,와 원주 겁 아니 그 강원도까지 가는 데 진짜 겁나 멀더라 진짜 겁나 멀더라
차 나 그때 한 한창 허리 아플 때라서,차 내 그때 한 한창 허리 아플 때라서
차 타고 갈 때 와 진짜 허리 부서지는 줄 알았다,차 타고 갈 때 와 진짜 허리 뿌사지는 줄 알았다
그 뭐 근데 그렇게 가니까 뭐 괜찮데 가갖고 강,그 뭐 근데 그래 가니까 뭐 괜찮데 가갖고 강
그러고 뭐 난 온천 좋아하니까 그렇게 갔다가 인제 일본도 못 가니까,그카고 뭐 난 온천 좋아하니까 그래 갔다가 인제 일본도 못 가니까
그런 데 가도 괜찮고 아 나 원래는,그런 데 가도 괜찮고 아 내 원래는
못 가니까 국내 위주로 이래 다녀야 되는데 뭐,못 가니까 국내 위주로 이래 댕겨야 되는데 뭐
대구가 대구가 쪼끔 애매하다 위치가 맞지  그러니까,대구가 대구가 쪼끔 애매하다 위치가 맞제  그니까
모르겠다 일단 차가 있으니깐 다니기는 안 편하겠니 그렇지?,모르겠다 일단 차가 있으니깐 댕기기는 안 편하겠나 그자?
아니면 새해에 가도 괜찮은데 그지?,아니면 새해에 가도 괜찮은데 그제?
새해 되면은 그때 되면 많이 춥지 않겠니?,새해 되면은 그때 되면 많이 춥지 않겠나?
음 근데 새해 해 봤자 이제 뭐 두 달?,음 근데 새해 캐 봤자 이제 뭐 두 달?
나도 너 아까 온천 좋아한다 했잖아 그래 나도 온 온천 같은 거 좋아해 하고 겨울에,나도 니 아까 온천 좋아한다 캤잖아 그래 나도 온 온천 같은 거 좋아해 카고 겨울에
밖은 추운데 몸 따뜻하면은 기분 좋잖아,밖은 추운데 몸 따시면은 기분 좋잖아
온천 여행을 할려면은 전부 다 약간 리조 리조트나 뭐 그런 데 가야 있지 않겠니?,온천 여행을 할려면은 전부 다 약간 리조 리조트나 뭐 그런 데 가야 있지 않겠나?
나 엄마 아빠하고 덕구 온천 갔다 왔다 했잖아,내 엄마 아빠하고 덕구 온천 갔다 왔다 했잖아
어 리조트를 그때 내가 조금 일찍 결제를 했어 일찍 결제해서,어 리조트를 그때 내가 쫌 일찍 결제를 했어 일찍 결제해서
그게 방이 그러니까 아예 콘도,그게 방이 그니까 아예 콘도
그러니까 방은 쓸데없이 너무 넓 너무 넓었어,그니까 방은 쓸데없이 너무 넓 너무 넓었어
가는 가기 전날도 한 번 하고 아니 가는 날도 아침에도 한 번 하고,가는 가기 전날도 한 번 하고 아이 가는 날도 아침에도 한 번 하고
난 온천 그렇게 좋은 줄 몰랐어 그래서,난 온천 그래 좋은 줄 몰랐어 그래가
그것도 괜찮고 거기도 괜찮고 근데 거기는 솔직히 조금 멀어,그것도 괜찮고 거기도 괜찮고 근데 거기는 솔직히 쫌 멀어
그 울진까지 가면은 조금 멀거든,그 울진까지 가면은 쫌 멀거든
밤에 그때 출발했었는데 조금 많이 멀더라고 그래서,밤에 그때 출발했었는데 쫌 많이 멀더라고 그래서
아니면 그때 나 그때 엄마하고,아니면 그때 내 그때 엄마하고
온천 하고 왔었어 그때 진짜 쪼끄마한 온천이었는데,온천 하고 왔었어 그때 진짜 쪼끄만한 온천이었는데
관광하고 이런 거는 별로 없을 거야 울산이니까 울산이니까 뭐 조금 그럴 거고,관광하고 이런 거는 별로 없을 거야 울산이니까 울산이니까 뭐 쫌 그럴 거고
호텔 온천 이런 게 제일 많으니까 그지?,호텔 온천 이런 게 제일 많으니까 그제?
어 조금 별로고 아이씨 진짜 온천은 제 일본이 제일 좋은데 맞지?,어 쫌 별로고 아이씨 진짜 온천은 제 일본이 제일 좋은데 맞제?
굉장히 좋드라고 그래갖고 엄마보고,겁나 좋드라고 그래갖고 엄마보고
거기 갈 때 좋았지 않냐 하면서 막 하니까 뭐,거기 갈 때 좋았지 않냐 카면서 막 카니까 뭐
또 가고 싶다 하데 거기 울진이라도 가자 하면서 그래 그때도,또 가고 싶다 카데 거기 울진이라도 가자 카면서 그래 그때도
딴 데 뭐 갈 만한 데 할라 하면,딴 데 뭐 갈 만한 데 칼라 카믄
팔공산에도 있긴 한데 아 거는 가니까 너무 조금 뭐라 그래야 되지?,팔공산에도 있긴 한데 아 거는 가니까 너무 쫌 뭐라 그래야 되지?
너무 조금 이렇게 바글바글하고,너무 쫌 일케 바글바글하고
대구 사람 다 만나겠고 #아인나,대구 사람 다 만나겠고 아인나
뭐 조금 그렇더라고  차라리 사람 조금 모르는 데 가 가면 좋긴 좋지 그지?,뭐 쫌 그렇더라고  차라리 사람 쫌 모르는 데 가 가면 좋긴 좋지 그지?
드라이브하고 그렇지?,드라이브하고 그자?
단풍 구경 좋지 근데 대구 지금 단풍 다 떨어진 거 아니냐?,단풍 구경 좋지 근데 대구 지금 단풍 다 떨어진 거 아이가?
아까 네가 자꾸 온천 이야기해가지고 지금 온천에 꽂혔다,아까 니가 자꾸 온천 이야기해가지고 지금 온천에 꽂혔다
돈 비싸게 주고 가야 되고 그것도 조금 부담되고,돈 비싸게 주고 가야 되고 그것도 쫌 부담되고
그 숙소 위에다가 또 노천탕 비슷하게 만들어 놓았었어,그 숙소 위에다가 또 노천탕 비슷하게 만들어 놨었어
그냥 네가 아까 경치 보는 것도 좋아한다 했으니까,그냥 니가 아까 경치 보는 것도 좋아한다 캤으니까
혹시 뭐 여행 가서 또 다른 거 하고 싶은 거 있어?,혹시 뭐 여행 가서 또 따른 거 하고 싶은 거 있어?
그거 그 나 여수 패키지 봤다 그랬잖아 그 보니까,그거 그 내 여수 패키지 봤다 그랬잖아 그 보니까
거기 짚 라인이랑 하 하더라고 조금 네가 트라우마가 될 수 있긴 한데,거기 짚 라인이랑 하 하더라고 쫌 니가 트라우마가 될 수 있긴 한데
짚 라인 타는 거 와 굉장히 좋아 보이데 나 캐나다 갔을 때 스카이다빙 다이빙만 하고 집라인 이런 걸 못 타 봤어,짚 라인 타는 거 와 겁나 좋아 보이데 내 캐나다 갔을 때 스카이다빙 다이빙만 하고 집라인 이런 걸 못 타 봤어
뭐 먹으러 가는 거야 뭐 내가 찾아보면 되니까 그렇지?,뭐 먹으러 가는 거야 뭐 내가 찾아보면 되니까 그자?
단체 그룹 방 뭐 그룹 채팅 룸에 들어가면은 친구들이 조금,단체 그룹 방 뭐 그룹 채팅 룸에 들어가면은 친구들이 쫌
바로 튕겨 나오고 그랬었거든요,바로 팅겨 나오고 그랬었거든요
조금 그때는,쫌 그때는
버티다가 아 이제 조금 새 거 사 볼까 하고 알아보고 있는 중이거든요?,버티다가 아 이제 쫌 새 거 사 볼까 하고 알아보고 있는 중이거든요?
조금 소중하게 쓰시는 뭐 그런 거 있으세요 전자 기기?,쫌 소중하게 쓰시는 뭐 그런 거 있으세요 전자 기기?
계속 이렇게 이십사 시간 뭐 수면 질을 측정한다고 잘 때까지 쓰고 있는 건데,계속 이케 이십사 시간 뭐 수면 질을 측정한다고 잘 때까지 쓰고 있는 건데
뭔가 그냥 조금 가족들한테 피해 주는 거 같아서,뭔가 그냥 쫌 가족들한테 피해 주는 거 같아서
아 막 조금 거슬리는 점들이 많더라고요 결국에는 유선으로,아 막 쫌 거슬리는 점들이 많더라고요 결국에는 유선으로
저도 조금 저의 몸이 예민한 편인데 두통을 느끼지는 못했어요 두통을,저도 쫌 저의 몸이 예민한 편인데 두통을 느끼지는 못했어요 두통을
근데 헤드폰을 끼면은 조금 이게,근데 헤드폰을 끼면은 쫌 이게
그 귀 주변 이렇게 머리를 압박하니까 이게 뭔가 혈관이 막혀서 그런 건지,그 귀 주변 일케 머리를 압박하니까 이게 뭔가 혈관이 막혀서 그런 건지
좀 어지럽고 이렇게 뭔가 머리가 지끈지끈하더라고요,좀 어지럽고 이케 뭔가 머리가 지끈지끈하더라고요
쓸 때 되게 뭔가 좋았는데 지금 보니까 진짜 고물 같네요 진짜,쓸 때 되게 뭔가 좋았는데 지금 보니까 진짜 꼬물 같네요 진짜
아 뭐 이렇게 포토 앨범처럼 사진 많이 넣어 다니고,아 뭐 이케 포토 앨범처럼 사진 많이 넣어 다니고
한 두 곡 들어가나 그런데 조금 그때,한 두 곡 들어가나 그런데 쫌 그때
백이십팔 메가로 이렇게 노래 열심히 듣고 다닌 거 생각하니까,백이십팔 메가로 이케 노래 열심히 듣고 다닌 거 생각하니까
집에 있었던 것들 이렇게 버렸다고 생각하면은 뭔가,집에 있었던 것들 이케 버렸다고 생각하면은 뭔가
그래 좀 이렇게 옛날에는 뭔가 이렇게,그래 좀 이케 옛날에는 뭔가 이렇게
올해 같은 경우에는 이제 올해 초에 했던 스토브 리그를 조금 재밌게 봤었거든요 드라마인데 이제,올해 같은 경우에는 이제 올해 초에 했던 스토브 리그를 쫌 재밌게 봤었거든요 드라마인데 이제
야구단 이제 못하는 야구팀을 조금 뭐 살려 보는 뭐 그런 내용의 드라마였는데,야구단 이제 못하는 야구팀을 쫌 뭐 살려 보는 뭐 그런 내용의 드라마였는데
그거 조금 재밌게 봤던 거 같애요 혹시 뭐 챙겨 보시는 드라마라던가,그거 쫌 재밌게 봤던 거 같애요 혹시 뭐 챙겨 보시는 드라마라던가
그런 기다리는 걸 조금 잘 못하는 편이어 가지고,그런 기다리는 걸 쫌 잘 못하는 편이어 가지고
음 조금 옛날 거긴 한데,음 쫌 옛날 거긴 한데
그런 식의 드라마인데 그거를 조금 재밌게 봤던 기억이 조금 남구요,그런 식의 드라마인데 그거를 쫌 재밌게 봤던 기억이 쫌 남구요
어 조금 가끔씩 보고 싶을 때,어 쫌 가끔씩 보고 싶을 때
이렇게 다시 보기로 보는 경우 있잖아요 그렇게 보는 프로그램 있으세요?,이케 다시 보기로 보는 경우 있잖아요 그렇게 보는 프로그램 있으세요?
드라마 이때까지 봤던 거 중에 혹시 조금 추천해 주고 싶은 거 있으세요 막 재밌게 봤던 거라던가,드라마 이때까지 봤던 거 중에 혹시 쫌 추천해 주고 싶은 거 있으세요 막 재밌게 봤던 거라던가
저는 여러 가지를 이렇게 한 번 한 번 보는 스타일이 아니라,저는 여러 가지를 이케 한 번 한 번 보는 스타일이 아니라
